1	10020211	10020230	Cops5	BC019581
1	106583647	106583666	-	Cdh20
1	107538967	107538986	2310035C23Rik	Tnfrsf11a
1	107998860	107998879	-	-
1	108085191	108085210	-	-
1	108372574	108372593	-	Bcl2
1	108646112	108646131	Vps4b	Serpinb5
1	108796836	108796855	Serpinb12	Serpinb13
1	109421210	109421229	Serpinb2	Serpinb8
1	10757164	10757183	Cpa6	-
1	113070099	113070118	-	-
1	120102894	120102913	-	Tsn
1	120374597	120374616	AK080782	BC057312
1	120587305	120587324	Tcfcp2l1	-
1	120600043	120600062	Tcfcp2l1	-
1	121156562	121156581	-	Inhbb
1	121173088	121173107	-	Inhbb
1	121173089	121173108	-	Inhbb
1	121252231	121252250	Inhbb	Ralb
1	121747000	121747019	2300008B03Rik	Sctr
1	122024895	122024914	3110009E18Rik	Steap3
1	123246817	123246836	Insig2	4633402D15Rik
1	127738227	127738246	Lypd1	E030049G20Rik
1	129030952	129030971	-	-
1	129314895	129314914	Mgat5	2610024A01Rik
1	130651952	130651971	-	-
1	130702988	130703007	-	-
1	132807200	132807219	Il19	Il10
1	132888017	132888036	Il10	Mapkapk2
1	133009366	133009385	Lgtn	Ikbke
1	133097951	133097970	Ikbke	AY512953
1	133485826	133485845	Ctse	5430435G22Rik
1	13035530	13035549	Slco5a1	Ncoa2
1	133944385	133944404	A930031D07Rik	Pctk3
1	134115839	134115858	Lemd1	Klhdc8a
1	134133919	134133938	Klhdc8a	Nuak2
1	134183557	134183576	Nuak2	Tmcc2
1	134353552	134353571	4930429O20Rik	Cntn2
1	134810433	134810452	Lrrn2	Mdm4
1	134867131	134867150	Mdm4	Ppp1r15b
1	134915373	134915392	Mdm4	Ppp1r15b
1	135209762	135209781	Etnk2	Sox13
1	135213221	135213240	Etnk2	Sox13
1	135437977	135437996	Snrpe	Zc3h11a
1	135712908	135712927	AK133141	Optc
1	135865342	135865361	Fmod	Btg2
1	136148474	136148493	Myog	1300007B12Rik
1	136185369	136185388	1300007B12Rik	4933406M09Rik
1	136341034	136341053	Rabif	Jarid1b
1	136521496	136521515	Syt2	-
1	136541857	136541876	Syt2	-
1	136646152	136646171	Syt2	-
1	136922556	136922575	Lgr6	AK134881
1	136925214	136925233	Lgr6	AK134881
1	136929257	136929276	AK134881	Ptpn7
1	136970980	136970999	Arl8a	Gpr37l1
1	137184800	137184819	Lmod1	Tmem58
1	137277754	137277773	Nav1	Nav1
1	137356907	137356926	Nav1	LOC215714
1	137536057	137536076	Nav1	Csrp1
1	137569497	137569516	Csrp1	Phlda3
1	137892706	137892725	Tmem9	AK143541
1	138106413	138106432	5730559C18Rik	-
1	138367488	138367507	AK040122	Zfp281
1	139147205	139147224	-	-
1	140334404	140334423	-	Nek7
1	13691721	13691740	Xkr9	-
1	140979412	140979431	AK015524	Crb1
1	141157083	141157102	Crb1	Zbtb41
1	13774598	13774617	Xkr9	-
1	145565949	145565968	Uchl5	-
1	146142422	146142441	-	-
1	146153989	146154008	-	-
1	146335373	146335392	-	-
1	151859730	151859749	-	Ptgs2
1	152260064	152260083	Tpr	-
1	14847757	14847776	-	Trpa1
1	152771815	152771834	LOC545370	-
1	152818766	152818785	LOC545370	-
1	152865378	152865397	-	-
1	153468487	153468506	Niban	AB188342
1	154287373	154287392	Glt25d2	Rgl1
1	154486699	154486718	Rgl1	Arpc5
1	154508867	154508886	-	Arpc5
1	155504810	155504829	Rgs8	Rgs16
1	155881054	155881073	-	-
1	155943368	155943387	-	-
1	156294448	156294467	-	Cacna1e
1	156550468	156550487	Cacna1e	-
1	156811345	156811364	-	Ier5
1	156902502	156902521	Mr1	Stx6
1	157043876	157043895	AK034571	Xpr1
1	157055785	157055804	AK034571	Xpr1
1	157279015	157279034	Xpr1	Acbd6
1	157299666	157299685	-	Acbd6
1	15352598	15352617	-	-
1	157848212	157848231	Tor1aip2	A230106N23
1	158746744	158746763	Ralgps2	-
1	158922972	158922991	AK132966	AK006825
1	159136416	159136435	-	AK164092
1	159249001	159249020	AK164092	2810025M15Rik
1	160065693	160065712	-	6430517E21Rik
1	160104164	160104183	-	6430517E21Rik
1	160198920	160198939	6430517E21Rik	Astn1
1	160507055	160507074	Astn1	BC094560
1	160692218	160692237	BC094560	-
1	160790411	160790430	-	BC100356
1	15777316	15777335	Kcnb2	Terf1
1	161917907	161917926	AK016191	Tnn
1	162247699	162247718	Rabgap1l	Rabgap1l
1	163813278	163813297	Pigc	Dnm3
1	164150484	164150503	Dnm3	-
1	164194897	164194916	Dnm3	-
1	164366542	164366561	Dnm3	5630401D24Rik
1	165616113	165616132	-	Kifap3
1	166153550	166153569	Blzf1	Nme7
1	166741921	166741940	Dpt	Xcl1
1	166872595	166872614	-	-
1	167997484	167997503	Gpa33	Mael
1	16425601	16425620	Stau2	-
1	168574860	168574879	4831428F09Rik	-
1	168871303	168871322	-	C030014K22Rik
1	169057403	169057422	-	Uck2
1	169506625	169506644	Rxrg	Lmx1a
1	169725741	169725760	Lmx1a	-
1	169733141	169733160	Lmx1a	-
1	170050997	170051016	-	Pbx1
1	170159764	170159783	Pbx1	-
1	170939971	170939990	-	-
1	171296240	171296259	-	Cdca1
1	171332500	171332519	-	Cdca1
1	171507494	171507513	-	Rgs5
1	171776223	171776242	1700084C01Rik	Hsd17b7
1	172732131	172732150	Dusp12	Fcry
1	173075333	173075352	Fcer1g	Ndufs2
1	173094049	173094068	Adamts4	B4galt3
1	173568061	173568080	Cd48	Slamf1
1	173837552	173837571	Slamf6	Ltap
1	173883744	173883763	Ltap	Nhlh1
1	174053997	174054016	Casq1	Atp1a2
1	174170385	174170404	Kcnj9	Kcnj10
1	174365581	174365600	Tagln2	AK006449
1	174431365	174431384	Slamf8	Dusp23
1	174474638	174474657	Dusp23	Crp
1	176431818	176431837	-	Fmn2
1	176755107	176755126	Grem2	-
1	176878296	176878315	-	Rgs7
1	177773291	177773310	Exo1	Pld5
1	178714577	178714596	Sdccag8	Sdccag8
1	179521780	179521799	-	AK006014
1	179539705	179539724	-	AK006014
1	180305104	180305123	Efcab2	D230039L06Rik
1	180363948	180363967	Efcab2	D230039L06Rik
1	181068893	181068912	-	Smyd3
1	181681723	181681742	Ahctf1	-
1	182105434	182105453	Psen2	MGC68323
1	182265214	182265233	MGC68323	AK038867
1	182605316	182605335	Acbd3	H3f3a
1	182647769	182647788	H3f3a	BC031781
1	182710850	182710869	BC031781	Lefty2
1	183216511	183216530	-	Cnih3
1	183725627	183725646	LOC433384	Enah
1	184796978	184796997	Susd4	-
1	186096667	186096686	-	-
1	186149347	186149366	-	-
1	187247235	187247254	Slc30a10	-
1	187455407	187455426	-	-
1	187630759	187630778	-	-
1	188251229	188251248	-	Tgfb2
1	188528744	188528763	2810430M08Rik	-
1	188590196	188590215	-	D1Pas1
1	189000262	189000281	Gpatc2	-
1	189675430	189675449	-	Esrrg
1	190209908	190209927	Ush2a	-
1	190429604	190429623	-	-
1	190506058	190506077	-	-
1	190681030	190681049	-	Kctd3
1	191280354	191280373	-	-
1	191376310	191376329	-	Ptpn14
1	191628646	191628665	Smyd2	-
1	191674018	191674037	Smyd2	-
1	191746770	191746789	-	Prox1
1	191960313	191960332	Prox1	-
1	192497979	192497998	-	Rps6kc1
1	192569632	192569651	Rps6kc1	Angel2
1	192582233	192582252	Rps6kc1	Angel2
1	192826751	192826770	9130211I03Rik	Atf3
1	193276605	193276624	Dtl	5930412E23Rik
1	193665885	193665904	Slc30a1	3322402L07Rik
1	194299313	194299332	Kcnh1	Hhat
1	194412862	194412881	Hhat	-
1	194423067	194423086	Hhat	-
1	194446017	194446036	Hhat	A730013G03Rik
1	194485291	194485310	Hhat	A730013G03Rik
1	194613004	194613023	Sertad4	Syt14
1	194701799	194701818	Syt14	-
1	195087029	195087048	Camk1g	-
1	195276896	195276915	-	-
1	195403986	195404005	-	-
